Game,Console,Name,Publisher,Developer,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update,rating,ratings_count,metacritic,genres,platforms
PS5_CATAN - Console Edition,PS5,CATAN - Console Edition,Unknown,Nomad Games,0.0,0.0,0.0,0.0,0.0,0.0,,2023-11-27,,,,,
PS5_CLeM,PS5,CLeM,Unknown,Mango Protocol,0.0,0.0,0.0,0.0,0.0,0.0,,2024-08-17,,,,,
PS5_Breakers Collection,PS5,Breakers Collection,Unknown,QUByte Interactive,0.0,0.0,0.0,0.0,0.0,0.0,,2023-04-04,0.0,0.0,,"Casual, Action, Fighting","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch"
PS5_MXGP 24: The Official Game,PS5,MXGP 24: The Official Game,Unknown,KT Racing,0.0,0.0,0.0,0.0,0.0,0.0,,2024-11-25,,,,,
PS5_CRYMACHINA,PS5,CRYMACHINA,Unknown,FuRyu Corporation,0.0,0.0,0.0,0.0,0.0,0.0,,2023-08-06,0.0,4.0,,"Adventure, Action, RPG","PC, PlayStation 5, PlayStation 4, Nintendo Switch"
PS5_Blasphemous 2,PS5,Blasphemous 2,Unknown,The Game Kitchen,0.0,0.0,0.0,0.0,0.0,0.0,,2023-12-18,,,,,
PS5_Macross -Shooting Insight-,PS5,Macross -Shooting Insight-,Unknown,Kaminari Games,0.0,0.0,0.0,0.0,0.0,0.0,,2025-02-02,,,,,
PS5_Beyond Good & Evil: 20th Anniversary Edition,PS5,Beyond Good & Evil: 20th Anniversary Edition,Unknown,Ubisoft,0.0,0.0,0.0,0.0,0.0,0.0,,2023-11-30,,,,,
PS5_Beyond a Steel Sky,PS5,Beyond a Steel Sky,Unknown,Revolution Software,0.0,0.0,0.0,0.0,0.0,0.0,,2021-09-01,3.83,34.0,72.0,"Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, iOS"
PS5_Bionic Bay,PS5,Bionic Bay,Unknown,Psychoflow Studio,0.0,0.0,0.0,0.0,0.0,0.0,,2025-05-15,,,,,
PS5_Black Myth: Wukong,PS5,Black Myth: Wukong,Unknown,Game Science,0.0,0.0,0.0,0.0,0.0,0.0,,2021-08-26,4.35,144.0,,"Adventure, Action, RPG","PC, PlayStation 5, Xbox Series S/X"
PS5_Blacksad: Under the Skin,PS5,Blacksad: Under the Skin,Unknown,Pendulo Studios,0.0,0.0,0.0,0.0,0.0,0.0,,2024-06-07,,,,,
PS5_Blacktail,PS5,Blacktail,Unknown,The Parasight,0.0,0.0,0.0,0.0,0.0,0.0,,2021-06-12,3.57,36.0,,"Adventure, Action, RPG","PC, PlayStation 5, Xbox Series S/X"
PS5_Blackwind,PS5,Blackwind,Unknown,Drakkar Dev,0.0,0.0,0.0,0.0,0.0,0.0,,2022-01-19,0.0,0.0,,"Indie, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS"
PS5_Blood Bowl 3,PS5,Blood Bowl 3,Unknown,Cyanide Studio,0.0,0.0,0.0,0.0,0.0,0.0,,2021-06-12,0.0,1.0,,"Strategy, Sports","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch"
PS5_Borderlands 4,PS5,Borderlands 4,2K Games,Gearbox Software,0.0,0.0,0.0,0.0,0.0,0.0,2025-09-12,2024-08-21,3.75,8.0,,"Adventure, Action, RPG","PC, PlayStation 5, Xbox One"
PS5_BloodRayne Betrayal: Fresh Bites,PS5,BloodRayne Betrayal: Fresh Bites,Unknown,WayForward,0.0,0.0,0.0,0.0,0.0,0.0,,2021-06-14,0.0,4.0,,"Platformer, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch"
PS5_Blue Prince,PS5,Blue Prince,Unknown,Dogubomb,0.0,0.0,0.0,0.0,0.0,0.0,,2025-04-28,4.28,37.0,,"Indie, Strategy, Adventure, Puzzle","PC, PlayStation 5, Xbox Series S/X"
PS5_Blue Protocol,PS5,Blue Protocol,Unknown,Bandai Namco Games,0.0,0.0,0.0,0.0,0.0,0.0,,2022-12-09,,,,,
PS5_Bluey: The Videogame,PS5,Bluey: The Videogame,Unknown,Artax Games SL,0.0,0.0,0.0,0.0,0.0,0.0,,2023-11-06,,,,,
PS5_Bo: Path of the Teal Lotus,PS5,Bo: Path of the Teal Lotus,Unknown,Squid Shock Studios,0.0,0.0,0.0,0.0,0.0,0.0,,2024-02-27,0.0,5.0,,"Indie, Adventure, Action","PC, PlayStation 5, Xbox Series S/X, Nintendo Switch"
PS5_Boat Trip,PS5,Boat Trip,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,,2024-02-12,,,,,
PS5_Bomb Rush Cyberfunk,PS5,Bomb Rush Cyberfunk,Unknown,Team Reptile,0.0,0.0,0.0,0.0,0.0,0.0,,2023-12-19,4.35,45.0,,"Indie, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS, Linux"
PS5_Border Bots VR,PS5,Border Bots VR,Unknown,Paw Print Games,0.0,0.0,0.0,0.0,0.0,0.0,,2024-03-07,,,,,
PS5_CONSCRIPT,PS5,CONSCRIPT,Unknown,Jordan Mochi,0.0,0.0,0.0,0.0,0.0,0.0,,2024-07-24,,,,,
PS5_Call of Duty: Black Ops 6,PS5,Call of Duty: Black Ops 6,Unknown,Treyarch,0.0,0.0,0.0,0.0,0.0,0.0,,2024-06-10,3.86,95.0,,"Shooter, Action","PC, PlayStation 5, Xbox Series S/X"
PS5_Madden NFL 21,PS5,Madden NFL 21,EA Sports,EA Tiburon,0.0,0.0,0.0,0.0,0.0,0.0,2020-11-12,2020-05-14,,,,,
PS5_Clair Obscur: Expedition 33,PS5,Clair Obscur: Expedition 33,Kepler Interactive,Sandfall Interactive,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-24,2024-11-25,4.61,249.0,,RPG,"PC, PlayStation 5, Xbox Series S/X"
PS5_Children of Silentown,PS5,Children of Silentown,Unknown,Elf Games,0.0,0.0,0.0,0.0,0.0,0.0,,2023-02-13,4.0,14.0,76.0,"Casual, Indie, Adventure","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch"
PS5_Chivalry 2,PS5,Chivalry 2,Tripwire Interactive,Torn Banner Studios,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-01,2020-06-13,3.75,93.0,78.0,"Action, Fighting","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
PS5_Chorus: Rise as One,PS5,Chorus: Rise as One,Unknown,Fishlabs Entertainment,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-07,,,,,
PS5_Lost Hellden,PS5,Lost Hellden,Unknown,Artisan Studios,0.0,0.0,0.0,0.0,0.0,0.0,,2024-02-09,,,,,
PS5_Cions of Vega,PS5,Cions of Vega,Unknown,Tonguç Bodur,0.0,0.0,0.0,0.0,0.0,0.0,,2023-04-06,,,,,
PS5_Cities: Skylines II,PS5,Cities: Skylines II,Paradox Interactive,Colossal Order,0.0,0.0,0.0,0.0,0.0,0.0,2024-12-01,2023-06-12,,,,,
PS5_Citizen Sleeper 2: Starward Vector,PS5,Citizen Sleeper 2: Starward Vector,Unknown,Jump Over The Age,0.0,0.0,0.0,0.0,0.0,0.0,,2024-11-14,,,,,
PS5_Civilization VII,PS5,Civilization VII,Unknown,Firaxis Games,0.0,0.0,0.0,0.0,0.0,0.0,,2024-06-17,,,,,
PS5_Clash: Artifacts of Chaos,PS5,Clash: Artifacts of Chaos,Unknown,ACE Team,0.0,0.0,0.0,0.0,0.0,0.0,,2023-01-07,3.29,14.0,,"Indie, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
PS5_Chernobylite,PS5,Chernobylite,Unknown,The Farm 51,0.0,0.0,0.0,0.0,0.0,0.0,,2021-08-27,3.3,127.0,73.0,"Adventure, Action, RPG, Simulation, Indie","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch"
PS5_Loretta,PS5,Loretta,Unknown,Yakov Butuzoff,0.0,0.0,0.0,0.0,0.0,0.0,,2024-05-13,,,,,
PS5_Classic Journey,PS5,Classic Journey,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,,2024-02-12,,,,,
PS5_Classic Journey: Nitro,PS5,Classic Journey: Nitro,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,,2024-02-12,,,,,
PS5_Clock Tower: Rewind,PS5,Clock Tower: Rewind,Unknown,WayForward Technologies,0.0,0.0,0.0,0.0,0.0,0.0,,2024-10-30,,,,,
PS5_Closer the Distance,PS5,Closer the Distance,Unknown,Osmotic Studios,0.0,0.0,0.0,0.0,0.0,0.0,,2024-08-10,,,,,
PS5_Cocoon,PS5,Cocoon,Unknown,Geometric Interactive,0.0,0.0,0.0,0.0,0.0,0.0,,2023-08-01,,,,,
PS5_Concord,PS5,Concord,Unknown,Firewalk Studios,0.0,0.0,0.0,0.0,0.0,0.0,,2024-07-07,0.0,3.0,,"Shooter, Action","PC, PlayStation 5"
PS5_Contra: Operation Galuga,PS5,Contra: Operation Galuga,Unknown,WayForward,0.0,0.0,0.0,0.0,0.0,0.0,,2024-02-22,3.53,15.0,,Action,"PC, PlayStation 5, Xbox One, PlayStation 4, Nintendo Switch"
PS5_Chicory: A Colorful Tale,PS5,Chicory: A Colorful Tale,Unknown,Greg Lobanov,0.0,0.0,0.0,0.0,0.0,0.0,,2021-07-30,,,,,
PS5_Chef Life: A Restaurant Simulator,PS5,Chef Life: A Restaurant Simulator,Unknown,Cyanide Studio,0.0,0.0,0.0,0.0,0.0,0.0,,2023-04-04,0.0,4.0,,"Strategy, Simulation","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch"
PS5_Call of Duty: Black Ops Cold War,PS5,Call of Duty: Black Ops Cold War,Activision,Treyarch,0.0,0.0,0.0,0.0,0.0,0.0,2020-11-13,2020-08-20,3.8,368.0,76.0,"Shooter, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
PS5_Caravan Journey,PS5,Caravan Journey,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,,2024-02-12,,,,,
PS5_Call of Duty: Modern Warfare II,PS5,Call of Duty: Modern Warfare II,Unknown,Infinity Ward,0.0,0.0,0.0,0.0,0.0,0.0,,2022-06-02,3.81,212.0,,"Shooter, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
PS5_Call of Duty: Modern Warfare III,PS5,Call of Duty: Modern Warfare III,Activision,Sledgehammer Games,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-10,2023-08-07,3.11,69.0,,"Shooter, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
PS5_Call of Duty: Vanguard,PS5,Call of Duty: Vanguard,Unknown,Sledgehammer Games,0.0,0.0,0.0,0.0,0.0,0.0,,2021-08-17,3.09,134.0,,Shooter,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
PS5_Call of Duty: Warzone 2.0,PS5,Call of Duty: Warzone 2.0,Unknown,Infinity Ward,0.0,0.0,0.0,0.0,0.0,0.0,,2024-05-08,3.19,81.0,,"Shooter, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
PS5_Cannon Dancer – Osman,PS5,Cannon Dancer – Osman,Unknown,Mitchell Corporation,0.0,0.0,0.0,0.0,0.0,0.0,,2023-04-12,,,,,
PS5_Capes,PS5,Capes,Unknown,Spitfire Interactive,0.0,0.0,0.0,0.0,0.0,0.0,,2024-06-03,,,,,
PS5_Captain Blood,PS5,Captain Blood,Unknown,SeaWolf Studio,0.0,0.0,0.0,0.0,0.0,0.0,,2025-05-12,3.5,16.0,,"Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch"
PS5_Car Mechanic Simulator 2021,PS5,Car Mechanic Simulator 2021,PlayWay,Red Dot Games,0.0,0.0,0.0,0.0,0.0,0.0,2022-05-03,2024-02-04,,,,,
PS5_Caravan Journey: Nitro,PS5,Caravan Journey: Nitro,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,,2024-02-12,,,,,
PS5_Chasing Static,PS5,Chasing Static,Unknown,Headware Games,0.0,0.0,0.0,0.0,0.0,0.0,,2023-02-01,,,,,
PS5_Card-en-Ciel,PS5,Card-en-Ciel,Unknown,Inti Creates,0.0,0.0,0.0,0.0,0.0,0.0,,2024-03-20,,,,,
PS5_Castaway,PS5,Castaway,Unknown,Canari Games,0.0,0.0,0.0,0.0,0.0,0.0,,2024-07-16,,,,,
PS5_Lost Judgement,PS5,Lost Judgement,Unknown,Sega,0.0,0.0,0.0,0.0,0.0,0.0,,2021-08-17,,,,,
PS5_Castlevania Dominus Collection,PS5,Castlevania Dominus Collection,Unknown,Konami,0.0,0.0,0.0,0.0,0.0,0.0,,2024-08-28,,,,,
PS5_Cat Quest III,PS5,Cat Quest III,Unknown,The Gentlebros,0.0,0.0,0.0,0.0,0.0,0.0,,2024-04-24,,,,,
PS5_Cave Crave,PS5,Cave Crave,Unknown,3R Games,0.0,0.0,0.0,0.0,0.0,0.0,,2025-08-14,,,,,
PS5_Chained Echoes,PS5,Chained Echoes,Unknown,Matthias Linda,0.0,0.0,0.0,0.0,0.0,0.0,,2025-07-20,4.37,43.0,89.0,"Indie, RPG","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS, Linux"
PS5_Chained Echoes: Ashes of Elrant,PS5,Chained Echoes: Ashes of Elrant,Unknown,Matthias Linda,0.0,0.0,0.0,0.0,0.0,0.0,,2025-07-20,,,,,
PS5_Between Horizons,PS5,Between Horizons,Unknown,DigiTales Interactive,0.0,0.0,0.0,0.0,0.0,0.0,,2024-02-27,,,,,
PS5_Madden NFL 23,PS5,Madden NFL 23,Unknown,EA Tiburon,0.0,0.0,0.0,0.0,0.0,0.0,,2022-11-21,0.0,3.0,,"Simulation, Sports","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
PS5_Achilles: Legends Untold,PS5,Achilles: Legends Untold,Unknown,Dark Point Games,0.0,0.0,0.0,0.0,0.0,0.0,,2025-08-07,,,,,
PS5_Aragami 2,PS5,Aragami 2,Unknown,Lince Works,0.0,0.0,0.0,0.0,0.0,0.0,,2021-05-28,3.12,77.0,68.0,"Shooter, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch"
PS5_Amnesia: The Bunker,PS5,Amnesia: The Bunker,Unknown,Frictional Games,0.0,0.0,0.0,0.0,0.0,0.0,,2023-03-30,,,,,
PS5_Mars 2120,PS5,Mars 2120,Unknown,QUByte Interactive,0.0,0.0,0.0,0.0,0.0,0.0,,2024-01-13,0.0,0.0,,Action,"PC, PlayStation 5, Xbox One"
PS5_Among Us,PS5,Among Us,Unknown,Innersloth,0.0,0.0,0.0,0.0,0.0,0.0,,2022-01-13,3.84,1321.0,82.0,"Casual, Action, Simulation","PC, PlayStation 5, PlayStation 4, Xbox One, Nintendo Switch, iOS, Android"
PS5_Animal Well,PS5,Animal Well,Unknown,Billy Basso,0.0,0.0,0.0,0.0,0.0,0.0,,2024-04-07,4.25,66.0,,"Indie, Adventure, Action","PC, PlayStation 5, Nintendo Switch"
PS5_Maquette,PS5,Maquette,Unknown,Graceful Decay,0.0,0.0,0.0,0.0,0.0,0.0,,2023-07-22,3.2,96.0,70.0,"Indie, Adventure, Puzzle","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
PS5_Anno 117: Pax Romana,PS5,Anno 117: Pax Romana,Unknown,Ubisoft,0.0,0.0,0.0,0.0,0.0,0.0,,2024-06-12,,,,,
PS5_Maneater,PS5,Maneater,Deep Silver,Tripwire Interactive,0.0,0.0,0.0,0.0,0.0,0.0,2020-11-12,2020-09-26,3.44,256.0,68.0,"Indie, Adventure, Action, RPG","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch"
PS5_Another Crab's Treasure,PS5,Another Crab's Treasure,Unknown,Aggro Crab,0.0,0.0,0.0,0.0,0.0,0.0,,2024-02-28,3.79,19.0,,"Indie, Adventure, Action","PC, PlayStation 5, Xbox Series S/X, Nintendo Switch"
PS5_Arcadegeddon,PS5,Arcadegeddon,Unknown,IllFonic,0.0,0.0,0.0,0.0,0.0,0.0,,2022-07-06,1.57,7.0,,"Shooter, Adventure, Action","PC, PlayStation 5"
PS5_Amnesia: Rebirth,PS5,Amnesia: Rebirth,Unknown,Frictional Games,0.0,0.0,0.0,0.0,0.0,0.0,,2021-04-30,,,,,
PS5_Arizona Sunshine 2,PS5,Arizona Sunshine 2,Unknown,Vertigo Games,0.0,0.0,0.0,0.0,0.0,0.0,,2023-12-07,,,,,
PS5_Arizona Sunshine Remake,PS5,Arizona Sunshine Remake,Unknown,Vertigo Games,0.0,0.0,0.0,0.0,0.0,0.0,,2024-11-21,,,,,
PS5_Arken Age,PS5,Arken Age,Unknown,VitruviusVR,0.0,0.0,0.0,0.0,0.0,0.0,,2025-08-14,,,,,
PS5_Armored Core VI Fires of Rubicon,PS5,Armored Core VI Fires of Rubicon,Bandai Namco Entertainment,From Software,0.0,0.0,0.0,0.0,0.0,0.0,2023-08-25,2022-12-09,,,,,
PS5_Arranger: A Role-Puzzling Adventure,PS5,Arranger: A Role-Puzzling Adventure,Unknown,Furniture & Mattress LLC,0.0,0.0,0.0,0.0,0.0,0.0,,2024-07-29,,,,,
PS5_Arzette: The Jewel of Faramore,PS5,Arzette: The Jewel of Faramore,Unknown,Seedy Eye Software,0.0,0.0,0.0,0.0,0.0,0.0,,2024-02-11,,,,,
PS5_As Dusk Falls,PS5,As Dusk Falls,Unknown,Interior/Night,0.0,0.0,0.0,0.0,0.0,0.0,,2024-02-01,,,,,
PS5_Assassin's Creed Mirage,PS5,Assassin's Creed Mirage,Unknown,Ubisoft,0.0,0.0,0.0,0.0,0.0,0.0,,2022-11-21,3.33,151.0,,Action,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, iOS"
PS5_Marvel Cosmic Invasion,PS5,Marvel Cosmic Invasion,Unknown,Tribute Games,0.0,0.0,0.0,0.0,0.0,0.0,,2025-04-03,,,,,
PS5_American Arcadia,PS5,American Arcadia,Unknown,Out of the Blue Games,0.0,0.0,0.0,0.0,0.0,0.0,,2025-06-15,,,,,
PS5_Assassin's Creed Valhalla,PS5,Assassin's Creed Valhalla,Ubisoft,Ubisoft,0.0,0.0,0.0,0.0,0.0,0.0,2020-11-12,2020-04-30,3.69,773.0,82.0,"Adventure, Action, RPG","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
PS5_Air Twister,PS5,Air Twister,Unknown,Ys Net,0.0,0.0,0.0,0.0,0.0,0.0,,2023-10-16,0.0,1.0,,"Shooter, Action","PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, iOS"
PS5_Active Neurons 3 - Wonders Of The World,PS5,Active Neurons 3 - Wonders Of The World,Unknown,Sometimes You,0.0,0.0,0.0,0.0,0.0,0.0,,2024-01-29,,,,,
PS5_Marvel's Avengers,PS5,Marvel's Avengers,Square Enix,Crystal Dynamics,0.0,0.0,0.0,0.0,0.0,0.0,2020-11-12,2020-06-24,,,,,
PS5_Aeon Drive,PS5,Aeon Drive,Unknown,2Awesome Studio,0.0,0.0,0.0,0.0,0.0,0.0,,2021-10-21,,,,,
PS5_Aerial_Knight's We Never Yield,PS5,Aerial_Knight's We Never Yield,Unknown,Aerial_Knight,0.0,0.0,0.0,0.0,0.0,0.0,,2024-08-14,,,,,
PS5_Marvel Rivals,PS5,Marvel Rivals,Unknown,NetEase Games,0.0,0.0,0.0,0.0,0.0,0.0,,2024-08-21,3.72,104.0,,Action,"PC, PlayStation 5, Xbox Series S/X"
PS5_After Us,PS5,After Us,Unknown,Piccolo,0.0,0.0,0.0,0.0,0.0,0.0,,2022-12-09,3.6,10.0,,"Platformer, Adventure","PC, PlayStation 5, Xbox Series S/X"
PS5_Afterimage,PS5,Afterimage,Modus Games,Aurogon Shanghai,0.0,0.0,0.0,0.0,0.0,0.0,2023-04-25,2023-04-17,4.29,12.0,,Platformer,"PC, PlayStation 5, PlayStation 4, Xbox Series S/X, Nintendo Switch"
PS5_Age of Wonders 4,PS5,Age of Wonders 4,Unknown,Triumph Studios,0.0,0.0,0.0,0.0,0.0,0.0,,2023-05-10,4.05,41.0,,Strategy,"PC, PlayStation 5, Xbox Series S/X"
PS5_Airoheart,PS5,Airoheart,Unknown,Pixel Heart Studio,0.0,0.0,0.0,0.0,0.0,0.0,,2022-08-16,,,,,
PS5_Alone in the Dark (2024),PS5,Alone in the Dark (2024),Unknown,Pieces Interactive,0.0,0.0,0.0,0.0,0.0,0.0,,2023-09-11,,,,,
PS5_Alan Wake 2,PS5,Alan Wake 2,Unknown,Remedy Entertainment,0.0,0.0,0.0,0.0,0.0,0.0,,2021-12-10,4.37,380.0,,Action,"PC, PlayStation 5, Xbox Series S/X"
PS5_Alan Wake 2: Night Springs,PS5,Alan Wake 2: Night Springs,Unknown,Remedy Entertainment,0.0,0.0,0.0,0.0,0.0,0.0,,2024-06-09,4.04,48.0,,Action,"PC, PlayStation 5, Xbox Series S/X"
PS5_Alan Wake 2: The Lake House,PS5,Alan Wake 2: The Lake House,Unknown,Remedy Entertainment,0.0,0.0,0.0,0.0,0.0,0.0,,2024-07-01,3.9,46.0,,Action,"PC, PlayStation 5, Xbox Series S/X"
PS5_Alan Wake Remastered,PS5,Alan Wake Remastered,Unknown,Remedy Entertainment,0.0,0.0,0.0,0.0,0.0,0.0,,2021-09-11,4.0,208.0,,"Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch"
PS5_Alex Kidd in Miracle World DX,PS5,Alex Kidd in Miracle World DX,Unknown,Merge Games,0.0,0.0,0.0,0.0,0.0,0.0,,2021-05-20,3.54,13.0,,"Platformer, Indie, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch"
PS5_Alfred Hitchcock – Vertigo,PS5,Alfred Hitchcock – Vertigo,Unknown,Pendulo Studios,0.0,0.0,0.0,0.0,0.0,0.0,,2021-08-26,3.58,32.0,,Adventure,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch"
PS5_Aliens: Dark Descent,PS5,Aliens: Dark Descent,Unknown,Tindalos Interactive,0.0,0.0,0.0,0.0,0.0,0.0,,2022-11-21,3.9,27.0,,"Strategy, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
PS5_Aliens: Fireteam Elite,PS5,Aliens: Fireteam Elite,Unknown,Cold Iron Studios,0.0,0.0,0.0,0.0,0.0,0.0,,2021-06-27,2.93,101.0,69.0,"Shooter, Action, RPG","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
PS5_Assassin's Creed Shadows,PS5,Assassin's Creed Shadows,Unknown,Ubisoft,0.0,0.0,0.0,0.0,0.0,0.0,,2024-06-15,3.21,58.0,,"Adventure, Action","PC, PlayStation 5, Xbox Series S/X, macOS"
PS5_Assassin's Creed Valhalla: Dawn of Ragnarök,PS5,Assassin's Creed Valhalla: Dawn of Ragnarök,Unknown,Ubisoft Sofia,0.0,0.0,0.0,0.0,0.0,0.0,,2022-11-20,,,,,
PS5_Bestiario,PS5,Bestiario,Unknown,Wiggin Industries,0.0,0.0,0.0,0.0,0.0,0.0,,2025-04-03,,,,,
PS5_Banishers: Ghosts of New Eden,PS5,Banishers: Ghosts of New Eden,Unknown,DONTNOD Entertainment,0.0,0.0,0.0,0.0,0.0,0.0,,2023-09-30,3.77,80.0,,"Adventure, Action, RPG","PC, PlayStation 5, Xbox Series S/X"
PS5_BROK the InvestiGator,PS5,BROK the InvestiGator,Unknown,COWCAT Games,0.0,0.0,0.0,0.0,0.0,0.0,,2023-02-20,,,,,
PS5_Babylon's Fall,PS5,Babylon's Fall,Square Enix,PlatinumGames,0.0,0.0,0.0,0.0,0.0,0.0,2022-03-03,2021-06-13,2.08,12.0,44.0,"Action, RPG","PC, PlayStation 5, PlayStation 4"
PS5_Back 4 Blood,PS5,Back 4 Blood,Unknown,Turtle Rock Studios,0.0,0.0,0.0,0.0,0.0,0.0,,2021-06-13,3.23,330.0,76.0,"Shooter, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
PS5_Backfirewall_,PS5,Backfirewall_,Unknown,Naraven Games,0.0,0.0,0.0,0.0,0.0,0.0,,2023-03-22,,,,,
PS5_Bahnsen Knights,PS5,Bahnsen Knights,Unknown,LCB Game Studio,0.0,0.0,0.0,0.0,0.0,0.0,,2023-12-14,,,,,
PS5_Balan Wonderworld,PS5,Balan Wonderworld,Square Enix,Square Enix,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-01,2020-07-23,1.83,24.0,43.0,Action,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch"
PS5_Balatro,PS5,Balatro,Unknown,LocalThunk,0.0,0.0,0.0,0.0,0.0,0.0,,2024-02-28,4.33,203.0,,"Casual, Strategy, Indie","PC, PlayStation 5, Nintendo Switch"
PS5_Baldur's Gate III,PS5,Baldur's Gate III,Larian Studios,Larian Studios,0.0,0.0,0.0,0.0,0.0,0.0,2023-09-06,2023-11-25,4.44,929.0,97.0,"Strategy, Adventure, RPG","PC, PlayStation 5, Xbox Series S/X, macOS"
PS5_Batora: Lost Haven,PS5,Batora: Lost Haven,Unknown,Stormind Games,0.0,0.0,0.0,0.0,0.0,0.0,,2022-09-15,,,,,
PS5_Madden NFL 24,PS5,Madden NFL 24,Unknown,EA Tiburon,0.0,0.0,0.0,0.0,0.0,0.0,,2023-11-06,0.0,0.0,,"Strategy, Simulation, Sports","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
PS5_Battlefield 2042,PS5,Battlefield 2042,Unknown,EA DICE,0.0,0.0,0.0,0.0,0.0,0.0,,2021-06-10,2.89,310.0,,"Casual, Shooter, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
PS5_Battlefield VI,PS5,Battlefield VI,Electronic Arts,EA DICE,0.0,0.0,0.0,0.0,0.0,0.0,2021-12-01,2020-06-18,,,,,
PS5_Before Your Eyes,PS5,Before Your Eyes,Unknown,GoodbyeWorld Games,0.0,0.0,0.0,0.0,0.0,0.0,,2023-02-02,,,,,
PS5_Behind Closed Doors: A Developer's Tale,PS5,Behind Closed Doors: A Developer's Tale,Unknown,PEW Games,0.0,0.0,0.0,0.0,0.0,0.0,,2022-06-18,,,,,
PS5_Bendy and the Dark Revival,PS5,Bendy and the Dark Revival,Joey Drew Studios Inc.,TheMeatly Games,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-01,2025-03-06,,,,,
PS5_Bendy and the Ink Machine,PS5,Bendy and the Ink Machine,Unknown,Joey Drew Studios,0.0,0.0,0.0,0.0,0.0,0.0,,2025-05-09,,,,,
PS5_Bendy: Lone Wolf,PS5,Bendy: Lone Wolf,Unknown,Joey Drew Studios,0.0,0.0,0.0,0.0,0.0,0.0,,2025-07-03,,,,,
PS5_Berserk Boy,PS5,Berserk Boy,Unknown,BerserkBoy Games,0.0,0.0,0.0,0.0,0.0,0.0,,2024-01-13,,,,,
