Game,Console,Name,Publisher,Developer,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update,rating,ratings_count,metacritic,genres,platforms
PS4_Doom (2016),PS4,Doom (2016),Bethesda Softworks,id Software,0.0,2920000.0,930000.0,1480000.0,40000.0,460000.0,2016-05-13,,4.38,3589.0,85.0,"Shooter, Action","PC, Xbox One, PlayStation 4, Nintendo Switch"
PS3_Mortal Kombat (2011),PS3,Mortal Kombat (2011),Warner Bros. Interactive Entertainment,NetherRealm Studios,0.0,2900000.0,1980000.0,540000.0,0.0,380000.0,2011-04-19,,4.32,34.0,85.0,Fighting,"Xbox 360, PlayStation 3"
PS4_Mafia III,PS4,Mafia III,2K Games,Hangar 13,0.0,2870000.0,720000.0,1670000.0,40000.0,440000.0,2016-10-07,2018-04-02,3.14,1359.0,62.0,"Adventure, Action","PC, Xbox One, PlayStation 4, macOS"
PS3_Assassin's Creed: Brotherhood,PS3,Assassin's Creed: Brotherhood,Ubisoft,Ubisoft Montreal,0.0,2850000.0,1870000.0,570000.0,110000.0,300000.0,2010-11-16,,,,,,
PS4_Diablo III: Ultimate Evil Edition,PS4,Diablo III: Ultimate Evil Edition,Blizzard Entertainment,Blizzard Entertainment,0.0,2820000.0,830000.0,1480000.0,80000.0,440000.0,2014-08-19,2019-03-25,4.05,20.0,88.0,"Action, RPG","PC, Xbox One, PlayStation 4, Xbox 360, PlayStation 3"
PS3_Medal of Honor,PS3,Medal of Honor,Electronic Arts,EA Los Angeles,0.0,2820000.0,1280000.0,1040000.0,70000.0,430000.0,2010-10-12,,3.28,706.0,72.0,Shooter,"PC, Xbox 360, PlayStation 3"
PS3_Killzone 3,PS3,Killzone 3,Sony Computer Entertainment,Guerrilla Games,0.0,2810000.0,1460000.0,870000.0,90000.0,380000.0,2011-02-22,,3.94,206.0,,"Shooter, Action",PlayStation 3
PS3_Need for Speed: Hot Pursuit,PS3,Need for Speed: Hot Pursuit,Electronic Arts,Criterion Games,0.0,2810000.0,1050000.0,1240000.0,30000.0,490000.0,2010-11-16,,3.86,772.0,86.0,"Racing, Arcade","PC, Nintendo Switch, iOS, Android, Xbox 360, PlayStation 3, Wii"
PS3_Need for Speed: Most Wanted (2012),PS3,Need for Speed: Most Wanted (2012),Electronic Arts,Criterion Games,0.0,2740000.0,710000.0,1520000.0,60000.0,450000.0,2012-10-30,,,,,,
PS4_Far Cry: Primal,PS4,Far Cry: Primal,Ubisoft,Ubisoft Montreal,0.0,2730000.0,630000.0,1610000.0,70000.0,410000.0,2016-02-23,2018-04-03,,,,,
PS4_Need for Speed (2015),PS4,Need for Speed (2015),Electronic Arts,Ghost Games,0.0,2720000.0,590000.0,1660000.0,60000.0,410000.0,2015-11-03,2018-04-03,,,,,
PS3_Madden NFL 13,PS3,Madden NFL 13,EA Sports,EA Tiburon,0.0,2710000.0,2120000.0,240000.0,0.0,360000.0,2012-08-28,,2.66,41.0,,Sports,"Xbox 360, PlayStation 3, Wii"
PS3_Final Fantasy XIII-2,PS3,Final Fantasy XIII-2,Square Enix,Square Enix,0.0,2660000.0,780000.0,750000.0,890000.0,230000.0,2012-01-31,,3.55,299.0,,RPG,"PC, Android, Xbox 360, PlayStation 3"
PS3_Need for Speed: Shift,PS3,Need for Speed: Shift,Electronic Arts,Slightly Mad Studios,0.0,2650000.0,690000.0,1400000.0,40000.0,520000.0,2009-09-15,,3.56,406.0,83.0,Racing,"PC, Android, Xbox 360, PlayStation 3, PSP"
PS3_NBA 2K13,PS3,NBA 2K13,2K Sports,Visual Concepts,0.0,2630000.0,1740000.0,460000.0,50000.0,390000.0,2012-10-02,,3.63,62.0,83.0,Sports,"PC, Xbox 360, PlayStation 3, PS Vita, PSP, Wii U, Wii"
PS4_NBA 2K19,PS4,NBA 2K19,2K Sports,Visual Concepts,0.0,2630000.0,1690000.0,440000.0,30000.0,470000.0,2018-09-11,2018-09-26,3.3,202.0,81.0,"Action, Simulation, Sports","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android"
PS4_Madden NFL 18,PS4,Madden NFL 18,EA Sports,EA Tiburon,0.0,2620000.0,1730000.0,420000.0,0.0,470000.0,2017-08-25,2018-04-03,3.28,81.0,83.0,Sports,"Xbox One, PlayStation 4"
PS3_FIFA Soccer 09,PS3,FIFA Soccer 09,Electronic Arts,EA Canada,0.0,2590000.0,490000.0,1630000.0,40000.0,430000.0,2008-10-14,,,,,,
PS3_FIFA 16,PS3,FIFA 16,EA Sports,EA Canada,0.0,2550000.0,430000.0,1680000.0,50000.0,380000.0,2015-09-22,,,,,,
PS3_Tomb Raider (2013),PS3,Tomb Raider (2013),Square Enix,Crystal Dynamics,0.0,2510000.0,600000.0,1450000.0,80000.0,380000.0,2013-03-05,,4.06,4046.0,86.0,Action,"PC, Xbox One, PlayStation 4, macOS, Xbox 360, PlayStation 3"
PS3_Midnight Club: Los Angeles,PS3,Midnight Club: Los Angeles,Rockstar Games,Rockstar San Diego,0.0,2500000.0,1590000.0,540000.0,50000.0,330000.0,2008-10-20,,3.84,178.0,82.0,"Racing, Arcade","Xbox 360, PlayStation 3, PSP"
PS4_NBA 2K15,PS4,NBA 2K15,2K Sports,Visual Concepts,0.0,2490000.0,1490000.0,550000.0,10000.0,440000.0,2014-10-07,2018-01-04,3.43,111.0,80.0,Sports,"PC, Xbox One, PlayStation 4, Xbox 360, PlayStation 3"
PS3_Saints Row: The Third,PS3,Saints Row: The Third,THQ,Volition Inc.,0.0,2480000.0,860000.0,1060000.0,180000.0,370000.0,2011-11-15,,3.95,2061.0,84.0,"Adventure, Action","PC, Xbox One, Linux, Xbox 360, PlayStation 3"
PS4_Dying Light,PS4,Dying Light,Warner Bros. Interactive,Techland,0.0,2450000.0,1180000.0,740000.0,130000.0,400000.0,2015-01-27,2018-05-04,4.1,1389.0,74.0,"Adventure, Action, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch"
PS4_Dark Souls III,PS4,Dark Souls III,Namco Bandai Games,From Software,3910000.0,2420000.0,1000000.0,630000.0,440000.0,340000.0,2016-04-12,2018-04-23,4.4,2740.0,89.0,"Action, RPG","PC, Xbox One, PlayStation 4"
PS3_Pro Evolution Soccer 2011,PS3,Pro Evolution Soccer 2011,Konami,Konami,0.0,2410000.0,290000.0,1180000.0,540000.0,410000.0,2010-10-05,,3.77,74.0,,Sports,"PC, Nintendo 3DS, Xbox 360, PlayStation 3, PlayStation 2"
PS3_Madden NFL 11,PS3,Madden NFL 11,EA Sports,EA Tiburon,0.0,2400000.0,2050000.0,150000.0,0.0,200000.0,2010-08-10,,2.98,39.0,,"Simulation, Sports","Xbox 360, PlayStation 3, PlayStation 2, PSP, Wii"
PS3_Batman: Arkham Origins,PS3,Batman: Arkham Origins,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,0.0,2400000.0,1080000.0,880000.0,40000.0,400000.0,2013-10-25,,3.95,1576.0,74.0,Action,"PC, Android, Xbox 360, PlayStation 3"
PS4_Ratchet & Clank (2016),PS4,Ratchet & Clank (2016),Sony Interactive Entertainment,Insomniac Games,7060000.0,2380000.0,970000.0,970000.0,60000.0,390000.0,2016-04-12,2018-04-25,,,,,
PS4_Uncharted: The Lost Legacy,PS4,Uncharted: The Lost Legacy,Sony Interactive Entertainment,Naughty Dog,5340000.0,2370000.0,580000.0,1380000.0,40000.0,360000.0,2017-08-22,,4.27,1260.0,85.0,"Adventure, Action","PlayStation 5, PlayStation 4"
PS4_Driveclub,PS4,Driveclub,Sony Computer Entertainment,Evolution Studios,4970000.0,2370000.0,370000.0,1630000.0,20000.0,360000.0,2014-10-07,2018-09-25,3.51,443.0,71.0,Racing,PlayStation 4
PS3_Madden NFL 10,PS3,Madden NFL 10,EA Sports,EA Tiburon,0.0,2370000.0,2030000.0,130000.0,0.0,210000.0,2009-08-14,,2.63,38.0,,Sports,"Xbox 360, PlayStation 3, PlayStation 2, Wii"
PS3_Sonic's Ultimate Genesis Collection,PS3,Sonic's Ultimate Genesis Collection,Sega,Backbone Entertainment,0.0,2360000.0,1390000.0,640000.0,0.0,330000.0,2009-02-10,,3.86,20.0,80.0,"Casual, Platformer, Adventure","Xbox 360, PlayStation 3"
PS4_Dragon Age: Inquisition,PS4,Dragon Age: Inquisition,Electronic Arts,BioWare Edmonton,0.0,2340000.0,1070000.0,800000.0,80000.0,380000.0,2014-11-18,2019-01-05,3.8,1552.0,86.0,"Strategy, Action, RPG","PC, Xbox One, PlayStation 4, Xbox 360, PlayStation 3"
PS3_LEGO Star Wars: The Complete Saga,PS3,LEGO Star Wars: The Complete Saga,LucasArts,Traveller's Tales,0.0,2310000.0,1020000.0,930000.0,0.0,360000.0,2007-11-06,,,,,,
PS3_Dead Island,PS3,Dead Island,Deep Silver,Techland,0.0,2290000.0,1080000.0,740000.0,150000.0,320000.0,2011-09-06,,3.48,1356.0,74.0,"Shooter, Action, RPG","PC, Xbox 360, PlayStation 3"
PS3_Pro Evolution Soccer 2010,PS3,Pro Evolution Soccer 2010,Konami,Konami,0.0,2280000.0,300000.0,1270000.0,460000.0,260000.0,2009-11-03,,3.8,100.0,,Sports,"PC, Xbox 360, PlayStation 3, PlayStation 2, Wii"
PS3_Borderlands 2,PS3,Borderlands 2,2K Games,Gearbox Software,0.0,2270000.0,1060000.0,750000.0,100000.0,360000.0,2012-09-18,,4.02,3281.0,89.0,"Shooter, Action, RPG","PC, Android, macOS, Linux, Xbox 360, PlayStation 3, PS Vita"
PS3_Madden NFL 12,PS3,Madden NFL 12,EA Sports,EA Tiburon,0.0,2270000.0,1930000.0,150000.0,0.0,180000.0,2011-08-30,,2.79,34.0,76.0,Sports,"Xbox 360, PlayStation 3, Wii"
PS4_No Man's Sky,PS4,No Man's Sky,Hello Games,Hello Games,0.0,2260000.0,890000.0,970000.0,40000.0,370000.0,2016-08-09,2018-04-04,3.71,1565.0,75.0,"Adventure, Action, RPG, Simulation, Indie, Massively Multiplayer","PC, PlayStation 5, Xbox One, PlayStation 4, Nintendo Switch"
PS3_Guitar Hero III: Legends of Rock,PS3,Guitar Hero III: Legends of Rock,RedOctane,Neversoft,0.0,2250000.0,1400000.0,530000.0,20000.0,300000.0,2007-10-28,,4.4,237.0,82.0,Arcade,"PC, macOS, Xbox 360, PlayStation 3, PlayStation 2, Wii"
PS4_Madden NFL 15,PS4,Madden NFL 15,EA Sports,EA Tiburon,0.0,2250000.0,1580000.0,250000.0,0.0,410000.0,2014-08-26,2018-01-04,2.86,65.0,80.0,Sports,"Xbox One, PlayStation 4, Xbox 360, PlayStation 3"
PS3_NBA 2K14,PS3,NBA 2K14,2K Sports,Visual Concepts,0.0,2220000.0,1450000.0,340000.0,40000.0,390000.0,2013-10-01,,3.31,156.0,80.0,Sports,"PC, Xbox One, PlayStation 4, Xbox 360, PlayStation 3"
PS4_Battlefield V,PS4,Battlefield V,Electronic Arts,EA DICE,0.0,2220000.0,800000.0,930000.0,160000.0,340000.0,2018-11-20,2018-12-19,3.51,1003.0,77.0,"Massively Multiplayer, Shooter, Adventure, Action","PC, Xbox One, PlayStation 4"
PS3_Star Wars: The Force Unleashed,PS3,Star Wars: The Force Unleashed,LucasArts,LucasArts,0.0,2220000.0,1010000.0,860000.0,0.0,350000.0,2008-09-16,,3.87,466.0,69.0,"Adventure, Action","Nintendo Switch, iOS, Nintendo DS, Xbox 360, PlayStation 3, PlayStation 2, PSP, Wii"
PS4_Madden NFL 19,PS4,Madden NFL 19,EA Sports,EA Tiburon,0.0,2210000.0,1630000.0,180000.0,0.0,410000.0,2018-08-10,2018-02-27,3.19,73.0,80.0,"Action, Simulation, Sports","PC, Xbox One, PlayStation 4"
PS3_Pro Evolution Soccer 2012,PS3,Pro Evolution Soccer 2012,Konami,Konami,0.0,2190000.0,340000.0,970000.0,550000.0,320000.0,2011-09-27,,3.73,77.0,,Sports,"PC, Xbox 360, PlayStation 3, PlayStation 2, PSP"
PS4_Need for Speed: Payback,PS4,Need for Speed: Payback,Electronic Arts,Ghost Games,0.0,2180000.0,620000.0,1180000.0,40000.0,340000.0,2017-11-10,2018-04-04,,,,,
PS4_Destiny: The Taken King,PS4,Destiny: The Taken King,Activision,Bungie,0.0,2180000.0,970000.0,800000.0,50000.0,360000.0,2015-09-15,2018-04-20,4.09,10.0,88.0,"Shooter, Action, RPG","Xbox One, PlayStation 4, Xbox 360, PlayStation 3"
PS4_Need for Speed Rivals,PS4,Need for Speed Rivals,Electronic Arts,Ghost Games,0.0,2170000.0,750000.0,1040000.0,30000.0,350000.0,2013-11-15,2018-01-16,3.15,684.0,77.0,"Racing, Arcade","PC, Xbox One, PlayStation 4, Xbox 360, PlayStation 3"
PS4_Spyro Reignited Trilogy,PS4,Spyro Reignited Trilogy,Activision,Toys for Bob,0.0,2170000.0,750000.0,1070000.0,0.0,350000.0,2018-11-13,2018-04-08,4.13,537.0,80.0,"Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch"
PS4_PlayStation VR Worlds,PS4,PlayStation VR Worlds,Sony Interactive Entertainment,SIE London Studio,0.0,2160000.0,360000.0,1400000.0,90000.0,320000.0,2016-10-13,2018-04-06,3.43,190.0,,Action,PlayStation 4
PS4_Battlefield: Hardline,PS4,Battlefield: Hardline,Electronic Arts,EA DICE,0.0,2150000.0,720000.0,970000.0,140000.0,330000.0,2015-03-17,2018-04-11,,,,,
PS3_NBA 2K12,PS3,NBA 2K12,2K Sports,Visual Concepts,0.0,2130000.0,1620000.0,270000.0,50000.0,180000.0,2011-10-04,,3.5,72.0,84.0,Sports,"PC, Xbox 360, PlayStation 3, PlayStation 2, Wii"
PS3_Borderlands,PS3,Borderlands,2K Games,Gearbox Software,0.0,2120000.0,1220000.0,610000.0,0.0,290000.0,2009-10-20,,3.82,2107.0,81.0,"Shooter, Action, RPG","PC, Xbox 360, PlayStation 3"
PS3_PES 2009: Pro Evolution Soccer,PS3,PES 2009: Pro Evolution Soccer,Konami,Konami,0.0,2110000.0,110000.0,1340000.0,400000.0,260000.0,2008-11-11,,,,,,
PS3_Grand Theft Auto: Episodes from Liberty City,PS3,Grand Theft Auto: Episodes from Liberty City,Rockstar Games,Rockstar North,0.0,2090000.0,620000.0,990000.0,130000.0,340000.0,2010-04-13,,4.11,609.0,,Action,"PC, Xbox 360, PlayStation 3"
PS4_Rise of the Tomb Raider,PS4,Rise of the Tomb Raider,Square Enix,Crystal Dynamics,0.0,2070000.0,610000.0,1080000.0,50000.0,320000.0,2016-10-11,2018-04-11,4.04,2769.0,86.0,Action,"PC, Xbox One, PlayStation 4, macOS"
PS3_Need for Speed: Undercover,PS3,Need for Speed: Undercover,Electronic Arts,EA Vancouver,0.0,2060000.0,630000.0,1010000.0,50000.0,380000.0,2008-11-17,,,,,,
PS3_Hitman: Absolution,PS3,Hitman: Absolution,Square Enix,IO Interactive,0.0,2060000.0,590000.0,1080000.0,70000.0,320000.0,2012-11-20,,3.76,1637.0,79.0,"Shooter, Action","PC, Xbox One, PlayStation 4, macOS, Xbox 360, PlayStation 3"
PS4_LittleBigPlanet 3,PS4,LittleBigPlanet 3,Sony Computer Entertainment,Sumo Digital,5540000.0,2060000.0,780000.0,930000.0,10000.0,340000.0,2014-11-18,2018-04-03,3.51,719.0,79.0,"Platformer, Adventure, Puzzle","PlayStation 4, PlayStation 3"
PS4_The Elder Scrolls Online: Tamriel Unlimited,PS4,The Elder Scrolls Online: Tamriel Unlimited,Bethesda Softworks,ZeniMax Online Studios,0.0,2050000.0,740000.0,980000.0,0.0,330000.0,2015-06-09,2018-09-15,3.48,760.0,77.0,"Massively Multiplayer, Action, RPG","PC, Xbox One, PlayStation 4, macOS"
PS3_Dark Souls,PS3,Dark Souls,Namco Bandai,From Software,0.0,2050000.0,750000.0,530000.0,540000.0,220000.0,2011-10-04,,4.34,926.0,89.0,"Action, RPG","PC, Xbox 360, PlayStation 3"
PS3_Mortal Kombat vs DC Universe,PS3,Mortal Kombat vs DC Universe,Midway Games,Midway Amusement Games,0.0,2050000.0,1520000.0,290000.0,0.0,250000.0,2008-11-16,,,,,,
PS3_Need for Speed: ProStreet,PS3,Need for Speed: ProStreet,Electronic Arts,EA Black Box,0.0,2040000.0,730000.0,910000.0,40000.0,360000.0,2007-11-13,,3.53,409.0,72.0,"Racing, Arcade","PC, Nintendo DS, Xbox 360, PlayStation 3, PlayStation 2, PSP, Wii"
PS3_Madden NFL 25,PS3,Madden NFL 25,Electronic Arts,EA Tiburon,0.0,2040000.0,1620000.0,30000.0,0.0,380000.0,2013-08-27,,2.93,41.0,,Sports,"Xbox One, PlayStation 4, Xbox 360, PlayStation 3"
PS4_Middle-Earth: Shadow of War,PS4,Middle-Earth: Shadow of War,Warner Bros. Interactive Entertainment,Monolith Productions,0.0,2040000.0,820000.0,840000.0,60000.0,330000.0,2017-10-10,2018-01-10,3.86,1372.0,82.0,"Action, RPG","PC, Xbox One, PlayStation 4, Android"
PS4_Dragon Quest XI: Echoes of an Elusive Age,PS4,Dragon Quest XI: Echoes of an Elusive Age,Square Enix,Square Enix,0.0,2040000.0,290000.0,220000.0,1430000.0,100000.0,2018-09-04,2018-09-11,4.31,373.0,91.0,RPG,"PC, Xbox One, PlayStation 4, Nintendo Switch, Nintendo 3DS"
PS3_Skate 3,PS3,Skate 3,EA Sports,EA Black Box,0.0,2030000.0,790000.0,930000.0,0.0,320000.0,2010-05-11,,4.16,318.0,80.0,"Arcade, Sports","Xbox One, Xbox 360, PlayStation 3"
PS3_The Sims 3,PS3,The Sims 3,Electronic Arts,The Sims Studio,0.0,2030000.0,730000.0,960000.0,20000.0,310000.0,2010-10-26,,4.03,778.0,86.0,"Casual, Simulation","PC, iOS, Nintendo 3DS, Nintendo DS, Xbox 360, PlayStation 3"
PS4_Rocket League,PS4,Rocket League,505 Games,Psyonix Studios,0.0,2020000.0,370000.0,1340000.0,0.0,310000.0,2016-07-05,2018-04-04,3.93,2840.0,86.0,"Racing, Indie, Sports","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux"
PS3_Need for Speed: The Run,PS3,Need for Speed: The Run,Electronic Arts,EA Black Box,0.0,2010000.0,580000.0,1050000.0,30000.0,350000.0,2011-11-15,,3.74,427.0,66.0,"Racing, Arcade","PC, Nintendo 3DS, Xbox 360, PlayStation 3, Wii"
PS3_Dead Space,PS3,Dead Space,Electronic Arts,EA Redwood Shores,0.0,2000000.0,1050000.0,660000.0,0.0,290000.0,2008-10-13,,,,,,
PS4_Just Cause 3,PS4,Just Cause 3,Square Enix,Avalanche Studios,0.0,1980000.0,530000.0,1070000.0,90000.0,300000.0,2015-12-01,2018-04-04,3.4,1569.0,74.0,"Shooter, Action","PC, Xbox One, PlayStation 4"
PS4_Dishonored 2,PS4,Dishonored 2,Bethesda Softworks,Arkane Studios,0.0,1970000.0,620000.0,1020000.0,10000.0,310000.0,2016-11-10,2018-04-25,4.26,2007.0,86.0,"Action, RPG","PC, Xbox One, PlayStation 4"
PS3_Lego Marvel Super Heroes,PS3,Lego Marvel Super Heroes,Warner Bros. Interactive Entertainment,Traveller's Tales,0.0,1960000.0,770000.0,850000.0,10000.0,320000.0,2013-10-22,,3.83,672.0,78.0,"Family, Adventure, Action","PC, PlayStation 4, Xbox One, iOS, Android, Nintendo 3DS, Nintendo DS, macOS, Xbox 360, PlayStation 3, PS Vita, Wii U"
PS3_Call of Duty: Black Ops 3,PS3,Call of Duty: Black Ops 3,Activision,Treyarch,0.0,1950000.0,650000.0,920000.0,70000.0,300000.0,2015-11-06,,,,,,
PS3_Burnout Paradise,PS3,Burnout Paradise,Electronic Arts,Criterion Games,0.0,1950000.0,1010000.0,630000.0,20000.0,280000.0,2008-01-22,,4.09,623.0,87.0,"Racing, Arcade","Xbox 360, PlayStation 3"
PS3_Guitar Hero: World Tour,PS3,Guitar Hero: World Tour,Activision,Neversoft Entertainment,0.0,1920000.0,1100000.0,550000.0,0.0,270000.0,2008-10-26,,,,,,
PS4_Lego Marvel Super Heroes,PS4,Lego Marvel Super Heroes,Warner Bros. Interactive Entertainment,Traveller's Tales,0.0,1910000.0,590000.0,1000000.0,10000.0,300000.0,2013-11-15,2018-12-01,3.83,672.0,78.0,"Family, Adventure, Action","PC, PlayStation 4, Xbox One, iOS, Android, Nintendo 3DS, Nintendo DS, macOS, Xbox 360, PlayStation 3, PS Vita, Wii U"
PS4_Until Dawn,PS4,Until Dawn,Sony Computer Entertainment,Supermassive Games Ltd.,4040000.0,1900000.0,620000.0,920000.0,60000.0,300000.0,2015-08-25,2018-09-14,4.1,1733.0,79.0,"Adventure, Action","PlayStation 4, PlayStation 3"
PS3_Madden NFL 09,PS3,Madden NFL 09,EA Sports,EA Tiburon,0.0,1890000.0,1560000.0,150000.0,0.0,180000.0,2008-08-12,,3.0,32.0,,Sports,"Nintendo DS, Xbox 360, PlayStation 3, PlayStation 2, PSP"
PS4_Knack,PS4,Knack,Sony Computer Entertainment,SCE Japan Studio,1000000.0,1880000.0,450000.0,770000.0,420000.0,230000.0,2013-11-15,2018-09-17,3.11,464.0,54.0,Action,PlayStation 4
PS3_inFAMOUS 2,PS3,inFAMOUS 2,Sony Computer Entertainment,Sucker Punch Productions,0.0,1870000.0,1050000.0,480000.0,80000.0,260000.0,2011-06-07,,4.14,535.0,83.0,"Adventure, Action",PlayStation 3
PS3_Max Payne 3,PS3,Max Payne 3,Rockstar Games,Rockstar Vancouver,0.0,1860000.0,590000.0,930000.0,60000.0,270000.0,2012-05-15,,4.26,1922.0,87.0,"Shooter, Action","PC, macOS, Xbox 360, PlayStation 3"
PS4_The Evil Within,PS4,The Evil Within,Bethesda Softworks,Tango Gameworks,0.0,1860000.0,560000.0,900000.0,110000.0,280000.0,2014-10-14,2018-03-13,3.97,1156.0,68.0,"Shooter, Adventure, Action","PC, Xbox One, PlayStation 4, Xbox 360, PlayStation 3"
PS3_Watch Dogs,PS3,Watch Dogs,Ubisoft,Ubisoft Montreal,0.0,1830000.0,560000.0,890000.0,100000.0,280000.0,2014-05-27,,3.6,2193.0,77.0,"Adventure, Action","PC, Xbox One, PlayStation 4, Xbox 360, PlayStation 3, Wii U"
PS3_BioShock Infinite,PS3,BioShock Infinite,2K Games,Irrational Games,0.0,1820000.0,740000.0,740000.0,40000.0,300000.0,2013-03-26,,4.38,4134.0,94.0,"Shooter, Action","PC, Xbox One, PlayStation 4, Nintendo Switch, Linux, Xbox 360, PlayStation 3"
PS3_NBA 2K11,PS3,NBA 2K11,2K Sports,Visual Concepts,0.0,1810000.0,1410000.0,210000.0,30000.0,160000.0,2010-10-05,,3.61,38.0,87.0,Sports,"PC, PlayStation 3, PlayStation 2, Wii"
PS4_The Crew,PS4,The Crew,Ubisoft,Ubisoft Reflections,0.0,1790000.0,440000.0,1040000.0,30000.0,270000.0,2014-12-02,2018-01-04,3.32,469.0,71.0,"Racing, Adventure, Massively Multiplayer","PC, Xbox One, PlayStation 4, Xbox 360"
PS3_UFC 2009 Undisputed,PS3,UFC 2009 Undisputed,THQ,Yuke's Osaka,0.0,1760000.0,1070000.0,450000.0,10000.0,240000.0,2009-05-19,,3.28,53.0,,"Arcade, Fighting, Sports","Xbox 360, PlayStation 3"
PS3_Dragon's Dogma,PS3,Dragon's Dogma,Capcom,Capcom,0.0,1760000.0,410000.0,480000.0,720000.0,160000.0,2012-05-22,,4.0,38.0,,"Action, RPG","Xbox 360, PlayStation 3"
PS3_FIFA Soccer 08,PS3,FIFA Soccer 08,EA Sports,EA Canada,0.0,1750000.0,350000.0,1070000.0,20000.0,310000.0,2007-10-09,,,,,,
PS4_For Honor,PS4,For Honor,Ubisoft,Ubisoft Montreal,0.0,1750000.0,730000.0,660000.0,70000.0,280000.0,2017-02-14,2018-01-09,3.3,1675.0,76.0,"Massively Multiplayer, Action","PC, Xbox One, PlayStation 4"
PS3_Just Cause 2,PS3,Just Cause 2,Square Enix,Avalanche Studios,0.0,1750000.0,450000.0,920000.0,60000.0,320000.0,2010-03-23,,3.62,1360.0,84.0,"Shooter, Action","PC, Xbox One, Xbox 360, PlayStation 3"
PS4_Shadow of the Tomb Raider,PS4,Shadow of the Tomb Raider,Square Enix,Eidos Montreal,0.0,1740000.0,590000.0,820000.0,60000.0,270000.0,2018-09-14,2018-09-12,3.91,1635.0,78.0,"Adventure, Action","PC, Xbox One, PlayStation 4, macOS, Linux"
PS4_Titanfall 2,PS4,Titanfall 2,Electronic Arts,Respawn Entertainment,0.0,1720000.0,750000.0,620000.0,60000.0,280000.0,2016-10-28,2018-06-29,4.31,2048.0,87.0,"Shooter, Action","PC, Xbox One, PlayStation 4"
PS4_Injustice 2,PS4,Injustice 2,Warner Bros. Interactive Entertainment,NetherRealm Studios,0.0,1720000.0,880000.0,540000.0,0.0,290000.0,2017-05-16,2018-01-06,3.92,950.0,88.0,Fighting,"PC, Xbox One, PlayStation 4, iOS, Android"
PS3_Portal 2,PS3,Portal 2,Valve,Valve Software,0.0,1710000.0,830000.0,620000.0,20000.0,240000.0,2011-04-19,,4.58,5981.0,95.0,"Shooter, Puzzle","PC, Xbox One, macOS, Linux, Xbox 360, PlayStation 3"
PS4_NieR: Automata,PS4,NieR: Automata,Square Enix,PlatinumGames,2600000.0,1710000.0,560000.0,510000.0,420000.0,220000.0,2017-03-07,2018-01-01,,,,,
PS4_Tekken 7,PS4,Tekken 7,Namco Bandai Games,Namco Bandai Games,6230000.0,1700000.0,600000.0,720000.0,120000.0,260000.0,2017-06-02,2018-01-15,4.02,771.0,82.0,"Action, Fighting, Sports","PC, Xbox One, PlayStation 4"
PS3_Saints Row 2,PS3,Saints Row 2,THQ,Volition Inc.,0.0,1680000.0,880000.0,540000.0,20000.0,240000.0,2008-10-14,,3.57,895.0,78.0,"Shooter, Action","PC, Xbox One, Linux, Xbox 360, PlayStation 3"
PS3_Dragon Age: Origins,PS3,Dragon Age: Origins,Electronic Arts,BioWare Edmonton,0.0,1670000.0,960000.0,420000.0,80000.0,210000.0,2009-11-03,,4.39,1952.0,91.0,RPG,"PC, Xbox One, macOS, Xbox 360, PlayStation 3"
PS3_Fight Night Round 3,PS3,Fight Night Round 3,EA Sports,EA Chicago,0.0,1670000.0,810000.0,580000.0,10000.0,260000.0,2006-12-05,,4.05,18.0,84.0,"Action, Fighting, Simulation, Sports","Xbox 360, Xbox, PlayStation 3, PlayStation 2, PSP"
PS3_Destiny,PS3,Destiny,Activision,Bungie,0.0,1670000.0,690000.0,590000.0,130000.0,260000.0,2014-09-09,,3.69,1062.0,76.0,"Shooter, Action","Xbox One, PlayStation 4, Xbox 360, PlayStation 3"
PS4_Persona 5,PS4,Persona 5,Atlus,Atlus,0.0,1640000.0,620000.0,340000.0,480000.0,200000.0,2017-04-04,2017-12-31,4.35,1431.0,93.0,"Adventure, Action, RPG","PlayStation 4, PlayStation 3"
PS3_Metal Gear Solid HD Collection,PS3,Metal Gear Solid HD Collection,Konami Digital Entertainment,Bluepoint Games,0.0,1630000.0,840000.0,570000.0,0.0,210000.0,2011-11-08,,,,,,
PS4_The Order: 1886,PS4,The Order: 1886,Sony Computer Entertainment,Ready at Dawn,0.0,1620000.0,440000.0,860000.0,70000.0,250000.0,2015-02-20,2018-01-02,3.76,982.0,63.0,"Adventure, Action",PlayStation 4
PS3_Rock Band,PS3,Rock Band,MTV Games,Harmonix Music Systems,0.0,1620000.0,990000.0,410000.0,0.0,220000.0,2007-11-20,,4.13,142.0,,Arcade,"Xbox 360, PlayStation 3, PlayStation 2, Wii"
